label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41
E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46351510286331177,0.9150270223617554,-1.1560946688859985e-07,0.47282248735427856,0.8955749869346619,-0.03506507724523544,0.4650213122367859,0.8850528597831726,-0.059222348034381866,0.445502370595932,0.8967046737670898,-0.07758411765098572,0.4284631311893463,0.9129458069801331,-0.09526026993989944,0.42961499094963074,0.8481777906417847,-0.058771762996912,0.4116610288619995,0.8693546652793884,-0.08494582772254944,0.40770667791366577,0.9037263989448547,-0.10075582563877106,0.4055158197879791,0.930824339389801,-0.1101054698228836,0.4023630917072296,0.8558056950569153,-0.05189415067434311,0.3587474226951599,0.8532345294952393,-0.0753709152340889,0.335161417722702,0.8676825165748596,-0.08737141638994217,0.3174515664577484,0.882227897644043,-0.09533517062664032,0.3829668462276459,0.8694527745246887,-0.04644472897052765,0.3405798077583313,0.8726827502250671,-0.06865043938159943,0.3161737620830536,0.8810288906097412,-0.07736457884311676,0.2953954339027405,0.8874428272247314,-0.08218329399824142,0.372681200504303,0.8893636465072632,-0.042743075639009476,0.33596083521842957,0.8940441012382507,-0.0579960010945797,0.3172188997268677,0.9003517031669617,-0.061171483248472214,0.3009905219078064,0.905524730682373,-0.06299329549074173
E,0.4867507517337799,0.7463350892066956,-1.9045450017074472e-07,0.4420861005783081,0.7404337525367737,-0.015309799462556839,0.400078147649765,0.7088230848312378,-0.025020146742463112,0.3785289227962494,0.6726272106170654,-0.03399870544672012,0.3698450028896332,0.6419269442558289,-0.042180243879556656,0.4039340913295746,0.6522477269172668,-0.025224627926945686,0.3495624363422394,0.614418625831604,-0.04750699922442436,0.31553977727890015,0.5979148149490356,-0.059978798031806946,0.28891411423683167,0.5876190662384033,-0.06676699221134186,0.42764410376548767,0.6359128952026367,-0.027634186670184135,0.3943244218826294,0.6114113926887512,-0.05716428905725479,0.3804495632648468,0.6226760745048523,-0.06973676383495331,0.3686709702014923,0.6320505738258362,-0.0722137838602066,0.4540320932865143,0.6323328018188477,-0.031363364309072495,0.4286380708217621,0.6527994275093079,-0.06270967423915863,0.42587658762931824,0.6940306425094604,-0.06783533096313477,0.42427802085876465,0.7234225869178772,-0.06297610700130463,0.48114022612571716,0.6371994614601135,-0.035584863275289536,0.4540582001209259,0.6639078855514526,-0.05702224746346474,0.44226425886154175,0.6988373398780823,-0.058009929955005646,0.4342811703681946,0.7263955473899841,-0.05325714126229286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4867900609970093,0.7121301293373108,2.1430578556191904e-07,0.4940972924232483,0.654856264591217,-0.033010393381118774,0.48259109258651733,0.6102839708328247,-0.044168613851070404,0.449163019657135,0.625009298324585,-0.049606047570705414,0.4301968216896057,0.6594685912132263,-0.05462517961859703,0.40629997849464417,0.597005307674408,-0.029903804883360863,0.3460788428783417,0.570087194442749,-0.042248114943504333,0.3095840811729431,0.5634766221046448,-0.05323212221264839,0.2780514359474182,0.5591996908187866,-0.06105390191078186,0.39086005091667175,0.624565839767456,-0.01896550878882408,0.33252084255218506,0.6170049905776978,-0.030690893530845642,0.29347217082977295,0.6217180490493774,-0.04439910128712654,0.26252463459968567,0.6277678608894348,-0.05395262688398361,0.38692864775657654,0.650490939617157,-0.01035298965871334,0.34417450428009033,0.6560193300247192,-0.026076214388012886,0.33697688579559326,0.6675044298171997,-0.038891904056072235,0.3335641324520111,0.6727167367935181,-0.04450098052620888,0.39200881123542786,0.6736211180686951,-0.0038387617096304893,0.35818764567375183,0.6804218292236328,-0.01592397689819336,0.3521933853626251,0.6886997818946838,-0.020044906064867973,0.3500600755214691,0.6953642964363098,-0.02100200578570366
E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49896806478500366,0.6622897386550903,3.814619162767485e-07,0.5048171281814575,0.6132686734199524,-0.034364357590675354,0.4926455616950989,0.5729949474334717,-0.05082114785909653,0.4668025076389313,0.6103023290634155,-0.06337892264127731,0.4517609477043152,0.6567506790161133,-0.07667063921689987,0.40264078974723816,0.5495953559875488,-0.03206855058670044,0.3503156304359436,0.5283476710319519,-0.0478598028421402,0.31597402691841125,0.5215378999710083,-0.060310304164886475,0.2867683172225952,0.5184366703033447,-0.06919169425964355,0.38804420828819275,0.5881019830703735,-0.02654397487640381,0.3282586634159088,0.5812277793884277,-0.04083298146724701,0.28801125288009644,0.5834197402000427,-0.056511927396059036,0.257201611995697,0.5887812376022339,-0.06723137199878693,0.38869068026542664,0.6251591444015503,-0.023702498525381088,0.3418073058128357,0.6314070820808411,-0.04123854264616966,0.3141222894191742,0.6403613686561584,-0.05755795165896416,0.2933972179889679,0.6483333706855774,-0.06718522310256958,0.3990122675895691,0.6605284214019775,-0.023264409974217415,0.3721977174282074,0.6742408275604248,-0.03993901237845421,0.3715396821498871,0.6809278130531311,-0.046969614923000336,0.37505680322647095,0.6855825185775757,-0.04998220503330231
E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5088158845901489,0.6466336250305176,3.8518282963195816e-07,0.5151379108428955,0.5969492793083191,-0.033822353929281235,0.4990365505218506,0.5541700720787048,-0.048954498022794724,0.47467634081840515,0.5843183994293213,-0.06043840944766998,0.45880770683288574,0.6287438869476318,-0.07284707576036453,0.41357243061065674,0.5268625020980835,-0.031119801104068756,0.3600172698497772,0.5026383399963379,-0.04763774946331978,0.3248555064201355,0.49076738953590393,-0.06030106544494629,0.2948698401451111,0.48419439792633057,-0.06929746270179749,0.3960256576538086,0.5652368068695068,-0.027204275131225586,0.33549487590789795,0.5548174977302551,-0.04182273894548416,0.29446446895599365,0.5527000427246094,-0.05779840424656868,0.26220571994781494,0.5529428720474243,-0.06803179532289505,0.3964898884296417,0.6032850742340088,-0.02587965689599514,0.3506675362586975,0.6050305962562561,-0.04446227103471756,0.3224846124649048,0.6087685823440552,-0.06206876412034035,0.3000088334083557,0.6111018061637878,-0.07234538346529007,0.4091387391090393,0.6402797102928162,-0.02695980854332447,0.3899455964565277,0.6540795564651489,-0.0467311292886734,0.3960793912410736,0.6603359580039978,-0.05434687063097954,0.4056684076786041,0.6651478409767151,-0.056787993758916855
E,0.36731457710266113,0.9273236989974976,2.2252902454056311e-07,0.3962751626968384,0.8495054244995117,0.004269440658390522,0.388314813375473,0.7651503086090088,-0.0007855743169784546,0.35468608140945435,0.7251487970352173,-0.007297508884221315,0.31943821907043457,0.7132799029350281,-0.015509127639234066,0.38682031631469727,0.7278687357902527,-0.019042687490582466,0.3947718143463135,0.6332727074623108,-0.03133125975728035,0.39924106001853943,0.5714471340179443,-0.037167031317949295,0.4020518958568573,0.5214642882347107,-0.042105309665203094,0.34774643182754517,0.7384737730026245,-0.027330053970217705,0.31701552867889404,0.6720527410507202,-0.036850739270448685,0.3156879246234894,0.7087955474853516,-0.03033694624900818,0.3271404504776001,0.740868330001831,-0.02527160570025444,0.3121453523635864,0.7633078694343567,-0.03415873274207115,0.2909865081310272,0.7215479612350464,-0.03934033587574959,0.2998546063899994,0.7505781650543213,-0.026285864412784576,0.310996413230896,0.7678341269493103,-0.018077220767736435,0.28126439452171326,0.7943964004516602,-0.04087326303124428,0.2774370312690735,0.7681444883346558,-0.04020973667502403,0.2869156301021576,0.7933509945869446,-0.027105968445539474,0.29587432742118835,0.8076671361923218,-0.017597630620002747,0.512628972530365,0.6271920800209045,3.94147264159983e-07,0.5212820768356323,0.5813449025154114,-0.03695325180888176,0.5065915584564209,0.5393561720848083,-0.05390675738453865,0.4785507917404175,0.5647324323654175,-0.06637141853570938,0.45624905824661255,0.607571542263031,-0.07955747842788696,0.4181528687477112,0.5044680833816528,-0.03528815135359764,0.36346444487571716,0.48002949357032776,-0.05252941697835922,0.32733243703842163,0.4677216708660126,-0.06581752002239227,0.296394020318985,0.46012240648269653,-0.07519955188035965,0.39902397990226746,0.5415838360786438,-0.02961471863090992,0.3381056785583496,0.5297579169273376,-0.0443204902112484,0.29678112268447876,0.5280137062072754,-0.06021406129002571,0.2648218274116516,0.5286981463432312,-0.07053268700838089,0.3988742232322693,0.5792728662490845,-0.026573583483695984,0.3535597324371338,0.5801066160202026,-0.0456983745098114,0.3233652114868164,0.5837345123291016,-0.06380277127027512,0.2996663451194763,0.5869066119194031,-0.07473669201135635,0.4107999801635742,0.6168197393417358,-0.0261650700122118,0.3950594365596771,0.6301259994506836,-0.04740764573216438,0.40434977412223816,0.6372594833374023,-0.056140024214982986,0.4167868494987488,0.643054187297821,-0.059307221323251724
E,0.3765445053577423,0.9260034561157227,2.8725995093736856e-07,0.40260377526283264,0.8412906527519226,0.01044607162475586,0.3911247253417969,0.7593488097190857,0.010996097698807716,0.3633195161819458,0.7135255336761475,0.01045370101928711,0.33309224247932434,0.7005245685577393,0.008672806434333324,0.3884871006011963,0.708857536315918,-0.011311710812151432,0.3984775245189667,0.6091315150260925,-0.018790915608406067,0.4002178907394409,0.5480794310569763,-0.020613225176930428,0.40023073554039,0.5025034546852112,-0.021335678175091743,0.3450120985507965,0.7185112237930298,-0.017104823142290115,0.31943371891975403,0.6524240374565125,-0.018663443624973297,0.3243323564529419,0.6844012141227722,-0.009236061945557594,0.3368382751941681,0.7136357426643372,-0.0018907987978309393,0.3082676827907562,0.7440828084945679,-0.02043920010328293,0.2955082058906555,0.7097500562667847,-0.015380948781967163,0.3060997724533081,0.7344149351119995,-0.0011939688120037317,0.314696341753006,0.7553141117095947,0.006695304065942764,0.27772319316864014,0.7760089635848999,-0.023259373381733894,0.2754310369491577,0.7512823343276978,-0.014244334772229195,0.28528961539268494,0.775019645690918,-0.0004894032026641071,0.2928038239479065,0.7924749851226807,0.009489362128078938,0.515868067741394,0.6135096549987793,3.9433200527128065e-07,0.5239917039871216,0.5649247765541077,-0.03807276487350464,0.5086878538131714,0.5221023559570312,-0.05586077645421028,0.48049670457839966,0.5538102984428406,-0.06872476637363434,0.45701029896736145,0.5971150398254395,-0.08274268358945847,0.420333594083786,0.48982003331184387,-0.039409417659044266,0.3652153015136719,0.46291887760162354,-0.05715695396065712,0.3289235234260559,0.4497978687286377,-0.07054726034402847,0.2963945269584656,0.44153687357902527,-0.08007032424211502,0.4016047418117523,0.5278218984603882,-0.03321601822972298,0.3395363390445709,0.5157800316810608,-0.04907868057489395,0.2977927029132843,0.5131115317344666,-0.0656314343214035,0.26420867443084717,0.5128705501556396,-0.07643893361091614,0.40093374252319336,0.5647590160369873,-0.029371822252869606,0.3552064001560211,0.5674017071723938,-0.050051309168338776,0.3250851035118103,0.5710898041725159,-0.0689389705657959,0.30025196075439453,0.5749735236167908,-0.08035313338041306,0.4120163917541504,0.6006698608398438,-0.028074264526367188,0.3982992172241211,0.6137992143630981,-0.0508783683180809,0.4120776057243347,0.6240130662918091,-0.0597316212952137,0.4279542565345764,0.6334811449050903,-0.06285912543535233
E,0.37418273091316223,0.9063421487808228,2.453817273817549e-07,0.40278857946395874,0.8183865547180176,0.015438538044691086,0.39378008246421814,0.7421632409095764,0.017113706097006798,0.3689625859260559,0.6973305940628052,0.01658252812922001,0.34081020951271057,0.6833310127258301,0.014347909949719906,0.3905927538871765,0.6845107078552246,-0.009187669493258,0.4002256691455841,0.5821706652641296,-0.01586305722594261,0.4028966426849365,0.5215551853179932,-0.017163867130875587,0.40275779366493225,0.47785577178001404,-0.017456095665693283,0.34784454107284546,0.6931824088096619,-0.016987740993499756,0.3237801194190979,0.6313934326171875,-0.016519028693437576,0.32812926173210144,0.6647009253501892,-0.006538847927004099,0.3396482765674591,0.6923023462295532,0.00021754033514298499,0.3107846975326538,0.7184196710586548,-0.02178257703781128,0.3000471889972687,0.6845529675483704,-0.014982477761805058,0.3098777234554291,0.7102157473564148,-0.00041766668437048793,0.31811463832855225,0.7323788404464722,0.006933944765478373,0.2787759304046631,0.7502831220626831,-0.025528782978653908,0.277306467294693,0.7266491055488586,-0.015777410939335823,0.2881346642971039,0.7494989633560181,-0.0017370132263749838,0.2957284152507782,0.7671213746070862,0.008420214988291264,0.5181501507759094,0.608864426612854,4.157858199960174e-07,0.5265522599220276,0.5567653179168701,-0.03781411424279213,0.5084486603736877,0.5137253403663635,-0.05440177023410797,0.47945526242256165,0.5481195449829102,-0.06566080451011658,0.4549562931060791,0.5910333395004272,-0.0780985876917839,0.4204668402671814,0.48073872923851013,-0.03872782737016678,0.3652213215827942,0.4525125026702881,-0.056342579424381256,0.32812029123306274,0.43915411829948425,-0.06895318627357483,0.29542356729507446,0.43219858407974243,-0.0777287632226944,0.4017511308193207,0.5195804834365845,-0.032604530453681946,0.3390786349773407,0.5065650939941406,-0.04902303218841553,0.29648223519325256,0.504207968711853,-0.06536692380905151,0.26195788383483887,0.5041357278823853,-0.07543966919183731,0.4012957215309143,0.5572000741958618,-0.029025742784142494,0.3545052111148834,0.5606751441955566,-0.051423195749521255,0.32312390208244324,0.5640594959259033,-0.07170819491147995,0.2963866889476776,0.5664994716644287,-0.08363748341798782,0.41300952434539795,0.5935616493225098,-0.027776481583714485,0.40362748503685,0.6040164232254028,-0.052646804600954056,0.421060711145401,0.6118679046630859,-0.06276310980319977,0.43919187784194946,0.6184205412864685,-0.06640192121267319
E,0.3733454644680023,0.8981647491455078,1.8242177191041264e-07,0.40403831005096436,0.8082640767097473,0.019694142043590546,0.3957092761993408,0.7328197956085205,0.023647300899028778,0.3715451955795288,0.6823971271514893,0.024739326909184456,0.3431614935398102,0.6655076742172241,0.023911969736218452,0.3913838565349579,0.6746175289154053,-0.004787432961165905,0.40079450607299805,0.5785412788391113,-0.009598867036402225,0.40508589148521423,0.5209788084030151,-0.01185348816215992,0.40574440360069275,0.4795128107070923,-0.013254412449896336,0.34781190752983093,0.6788175106048584,-0.013189537450671196,0.3284870684146881,0.620746910572052,-0.00698171928524971,0.3332863450050354,0.6499090790748596,0.004395398776978254,0.3427309989929199,0.6771976947784424,0.010203910060226917,0.3102962374687195,0.703507661819458,-0.018191954120993614,0.30144885182380676,0.6723992228507996,-0.00532263470813632,0.3109358549118042,0.6948941349983215,0.01047292910516262,0.3181511461734772,0.7192650437355042,0.016436520963907242,0.2782337963581085,0.7361564636230469,-0.022090984508395195,0.27908656001091003,0.7144554853439331,-0.008589084260165691,0.2891208529472351,0.737776517868042,0.006631149910390377,0.2961978614330292,0.7587877511978149,0.0165199376642704,0.5196890830993652,0.6061813831329346,4.063379890340002e-07,0.5269359946250916,0.5504177808761597,-0.03704219311475754,0.5092463493347168,0.5043441653251648,-0.05373072251677513,0.48128435015678406,0.5374159812927246,-0.06564728915691376,0.45697614550590515,0.5803823471069336,-0.07884040474891663,0.42015963792800903,0.47569772601127625,-0.03829459100961685,0.36522558331489563,0.44790786504745483,-0.056611448526382446,0.32865282893180847,0.4346514642238617,-0.06990328431129456,0.2958976924419403,0.4277399480342865,-0.07930869609117508,0.40180933475494385,0.5151985883712769,-0.03315837308764458,0.33973991870880127,0.5023132562637329,-0.05060688406229019,0.29716646671295166,0.49891960620880127,-0.06801687180995941,0.2617119550704956,0.4977377653121948,-0.07903111726045609,0.4017754793167114,0.5534773468971252,-0.030512288212776184,0.3548726737499237,0.5568881034851074,-0.05344391241669655,0.3237636387348175,0.5598735809326172,-0.07410983741283417,0.2964673638343811,0.5619252920150757,-0.08643745630979538,0.413972407579422,0.5903918743133545,-0.03018190711736679,0.4037231504917145,0.6020015478134155,-0.055075179785490036,0.4187057614326477,0.6092140674591064,-0.06557460129261017,0.4342970550060272,0.6145548224449158,-0.06974904984235764
E,0.3706410229206085,0.8863705992698669,2.0691589952548384e-07,0.4030149281024933,0.7980321645736694,0.015701591968536377,0.3962841331958771,0.719478964805603,0.017040511593222618,0.372947096824646,0.6640183925628662,0.016757579520344734,0.3447643518447876,0.6429442763328552,0.014646547846496105,0.39078840613365173,0.6632019281387329,-0.012494276277720928,0.40190327167510986,0.5672675967216492,-0.01825948990881443,0.4083607792854309,0.5084689855575562,-0.020471569150686264,0.41012343764305115,0.4658583402633667,-0.02186695672571659,0.3472003936767578,0.6671516299247742,-0.019801435992121696,0.329838365316391,0.6089479923248291,-0.015916604548692703,0.33500587940216064,0.6388664245605469,-0.004912433680146933,0.3440611660480499,0.6677444577217102,0.0012434014352038503,0.3091326057910919,0.6907243132591248,-0.02358362451195717,0.3040000796318054,0.6622664332389832,-0.013275188393890858,0.31377795338630676,0.6853538751602173,0.002356292912736535,0.3202625811100006,0.7096350193023682,0.008926982060074806,0.2766253352165222,0.7217775583267212,-0.026355663314461708,0.27967655658721924,0.7029245495796204,-0.014531885273754597,0.2899635434150696,0.7258998155593872,0.0003261632227804512,0.2954074740409851,0.7458862066268921,0.010334470309317112,0.5217657089233398,0.6015071868896484,4.2911642594845034e-07,0.5289003252983093,0.5443100929260254,-0.03771099075675011,0.5107476711273193,0.4984779953956604,-0.05515342950820923,0.48162969946861267,0.5336129665374756,-0.06761012971401215,0.45730215311050415,0.5782310962677002,-0.08164738863706589,0.4211063086986542,0.4736028015613556,-0.042020268738269806,0.36529678106307983,0.4457297921180725,-0.061522822827100754,0.32856523990631104,0.43217960000038147,-0.07526160776615143,0.2950991988182068,0.4250074625015259,-0.08489593863487244,0.40274810791015625,0.5133635401725769,-0.037112124264240265,0.3391263782978058,0.49958357214927673,-0.05576932802796364,0.29611659049987793,0.4958072006702423,-0.07376998662948608,0.2598605751991272,0.4946475327014923,-0.0851440280675888,0.403048574924469,0.5525733232498169,-0.034463636577129364,0.356453537940979,0.5558130145072937,-0.05812497064471245,0.32452937960624695,0.557793140411377,-0.07892104238271713,0.29626065492630005,0.5587179064750671,-0.09150466322898865,0.4154055416584015,0.5909213423728943,-0.034075308591127396,0.40582454204559326,0.6013689041137695,-0.05870287865400314,0.42063573002815247,0.6069934368133545,-0.068498395383358,0.43607866764068604,0.6111178398132324,-0.07250531762838364
